	Index	Gene_name	Gene_list_index	Gene_list_name	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
426	427	Cbs	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024039	ENSMUST00000151718|ENSMUST00000235180|ENSMUST00000078509|ENSMUST00000236909|ENSMUST00000067801|ENSMUST00000143982|ENSMUST00000128351|ENSMUST00000135425|ENSMUST00000118504|ENSMUST00000236853|ENSMUST00000151597|ENSMUST00000155814	NM_144855|NM_178224|NM_001271353|NM_001410012	CBS		UP, ttest: 0.00203085120400174
427	428	Ralbp1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024096	ENSMUST00000233054|ENSMUST00000024905|ENSMUST00000233399|ENSMUST00000166543|ENSMUST00000232885|ENSMUST00000233784|ENSMUST00000232848	NM_001198949|NM_009067	RALBP1		UP, ttest: 0.00204812241148998
428	429	Cdc37l1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024780	ENSMUST00000050148|ENSMUST00000225598|ENSMUST00000223694|ENSMUST00000224511|ENSMUST00000225310|ENSMUST00000225210|ENSMUST00000224599|ENSMUST00000224830|ENSMUST00000224092	NM_001302380|NM_025950|NM_001302382|NM_001377047|NM_001302443	CDC37L1		UP, ttest: 0.00208450967179203
429	430	Farp2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000034066	ENSMUST00000122402|ENSMUST00000120301	NM_145519	FARP2		UP, ttest: 0.0021169336413921
430	431	Per2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000055866	ENSMUST00000185298|ENSMUST00000069620	NM_011066	PER2		UP, ttest: 0.00214775317090281
431	432	Gpt2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031700	ENSMUST00000143846|ENSMUST00000034136|ENSMUST00000140189|ENSMUST00000132932|ENSMUST00000143659	NM_173866	GPT2		UP, ttest: 0.00216236598366501
432	433	Abca4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028125	ENSMUST00000140913|ENSMUST00000136358|ENSMUST00000141135|ENSMUST00000013995|ENSMUST00000132199|ENSMUST00000144949|ENSMUST00000197728|ENSMUST00000136624|ENSMUST00000150738|ENSMUST00000137616	NM_007378	ABCA4		UP, ttest: 0.00225106965730905
433	434	Stard10	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030688	ENSMUST00000172630|ENSMUST00000174291|ENSMUST00000167888|ENSMUST00000172662|ENSMUST00000174083|ENSMUST00000173270|ENSMUST00000174140|ENSMUST00000164479|ENSMUST00000210192|ENSMUST00000032927|ENSMUST00000163799	NM_001360460|NM_019990	STARD10		UP, ttest: 0.00228394611759699
434	435	Lrp6	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030201	ENSMUST00000203773|ENSMUST00000032322|ENSMUST00000203235|ENSMUST00000126836|ENSMUST00000111950|ENSMUST00000203016	NM_008514	LRP6		UP, ttest: 0.00229070837136084
435	436	B3gnt9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000069920	ENSMUST00000161745|ENSMUST00000136822|ENSMUST00000093217	NM_178879|NM_001271915	B3GNT9		UP, ttest: 0.00235145229278869
436	437	Dgka	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000025357	ENSMUST00000219834|ENSMUST00000026414|ENSMUST00000217957	NM_001372366|NM_001358745|NM_001358746|NM_001374028|NM_016811	DGKA		UP, ttest: 0.00243472114592114
437	438	4833426J09Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048371	ENSMUST00000059588	NM_001024606	PDP2		UP, ttest: 0.00248255774004163
438	439	Atad4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000047040	ENSMUST00000054311|ENSMUST00000107633|ENSMUST00000107636|ENSMUST00000132865|ENSMUST00000062172	NM_146026	PRR15L		UP, ttest: 0.00251455274122816
439	440	C030027L06Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000055254	ENSMUST00000223636|ENSMUST00000225950|ENSMUST00000224402|ENSMUST00000225488|ENSMUST00000109838|ENSMUST00000226021|ENSMUST00000224259|ENSMUST00000225583|ENSMUST00000079828|ENSMUST00000225119	NM_008745|NM_001282961|NM_001025074	NTRK2		UP, ttest: 0.00255456854749132
440	441	Llgl2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020782	ENSMUST00000137951|ENSMUST00000172552|ENSMUST00000155878|ENSMUST00000137900|ENSMUST00000128826|ENSMUST00000132999|ENSMUST00000177736|ENSMUST00000130518|ENSMUST00000173289|ENSMUST00000147878|ENSMUST00000103032|ENSMUST00000133250	NM_145438|NM_001252532	LLGL2		UP, ttest: 0.00259327524878629
441	442	Tle3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032280	ENSMUST00000178113|ENSMUST00000162281|ENSMUST00000162583|ENSMUST00000161194|ENSMUST00000159386|ENSMUST00000034820|ENSMUST00000161207|ENSMUST00000160882|ENSMUST00000160724|ENSMUST00000162127|ENSMUST00000159140|ENSMUST00000159630|ENSMUST00000160541|ENSMUST00000159050|ENSMUST00000162962|ENSMUST00000162973|ENSMUST00000161689|ENSMUST00000161993	NM_001083928|NM_009389|NM_001083927	TLE3		UP, ttest: 0.00259617702934292
442	443	Trp53inp1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028211	ENSMUST00000132010|ENSMUST00000132346|ENSMUST00000132693|ENSMUST00000029865	NM_001199105|NM_021897	TP53INP1		UP, ttest: 0.00261701272544049
443	444	Myd116	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000040435	ENSMUST00000211212|ENSMUST00000042105|ENSMUST00000167273	NM_008654	PPP1R15A		UP, ttest: 0.00262077357766678
444	445	Csnk1e	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022433	ENSMUST00000230599|ENSMUST00000230942|ENSMUST00000127155|ENSMUST00000117786|ENSMUST00000135519|ENSMUST00000120859|ENSMUST00000156043|ENSMUST00000229510|ENSMUST00000156513|ENSMUST00000122044|ENSMUST00000136003|ENSMUST00000144790|ENSMUST00000145740	NM_001359862|NM_001359863|NM_013767|NM_001289898|NM_001289899	CSNK1E		UP, ttest: 0.00269252419269674
445	446	Glul	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026473	ENSMUST00000139476|ENSMUST00000140685|ENSMUST00000153134|ENSMUST00000086199|ENSMUST00000154576	NM_008131	GLUL		UP, ttest: 0.00271346252286614
446	447	A130030M01Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.00278824177806384
447	448	Slc25a38	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032519	ENSMUST00000144768|ENSMUST00000154969|ENSMUST00000150093|ENSMUST00000035106|ENSMUST00000137522|ENSMUST00000135514|ENSMUST00000139079	NM_144793	SLC25A38		UP, ttest: 0.00279687403443275
448	449	Slc35f3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000057060	ENSMUST00000238386|ENSMUST00000238518|ENSMUST00000108759	NM_175434|NM_001363500	SLC35F3		UP, ttest: 0.00310721919650884
449	450	Rusc2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000035969	ENSMUST00000144911|ENSMUST00000139198|ENSMUST00000152322|ENSMUST00000131668|ENSMUST00000135216|ENSMUST00000149221|ENSMUST00000154754|ENSMUST00000098106|ENSMUST00000136360|ENSMUST00000149556|ENSMUST00000173682|ENSMUST00000131037|ENSMUST00000123447|ENSMUST00000125399|ENSMUST00000035645|ENSMUST00000150066|ENSMUST00000125393|ENSMUST00000146710	NM_199057|NM_001037709|NM_001369198|NM_001369199	RUSC2		UP, ttest: 0.00313161310217284
450	451	1300011L04Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000051652	ENSMUST00000057608	NM_145152	LRRC3		UP, ttest: 0.00314891358555358
451	452	LOC100047712	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.00319417555476677
452	453	Cdr2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030878	ENSMUST00000207722|ENSMUST00000140247|ENSMUST00000033169	NM_007672|NM_001354986	CDR2		UP, ttest: 0.00331336357338979
453	454	Tmem77	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027900	ENSMUST00000134396|ENSMUST00000132923|ENSMUST00000144746|ENSMUST00000067630|ENSMUST00000121034|ENSMUST00000129053|ENSMUST00000029507|ENSMUST00000135740|ENSMUST00000151465	NM_026013|NM_001286986|NM_001025582|NM_001286987	DRAM2		UP, ttest: 0.00339001793496023
454	455	Fkbp14	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038074	ENSMUST00000123832|ENSMUST00000155047|ENSMUST00000143312|ENSMUST00000141757|ENSMUST00000154907|ENSMUST00000046520|ENSMUST00000117375	NM_153573|NM_001363793|NM_001363792	FKBP14		UP, ttest: 0.00341932245506839
455	456	Angptl7	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028989	ENSMUST00000030840	NM_001039554	ANGPTL7		UP, ttest: 0.00350740702251354
456	457	LOC385279	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.00357682425339998
457	458	Dusp1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024190	ENSMUST00000236661|ENSMUST00000126178|ENSMUST00000025025|ENSMUST00000011196|ENSMUST00000235532|ENSMUST00000146077	NM_013642	DUSP1		UP, ttest: 0.00363450577107747
458	459	Cyp2d10	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000094806	ENSMUST00000230843|ENSMUST00000229911|ENSMUST00000230248|ENSMUST00000072776|ENSMUST00000230198|ENSMUST00000229628	NM_010005	CYP2D6		UP, ttest: 0.00365883922914605
459	460	Aff1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029313	ENSMUST00000054979|ENSMUST00000126335|ENSMUST00000031256|ENSMUST00000152145|ENSMUST00000153165	NM_001408251|NM_133919|NM_001080798	AFF1		UP, ttest: 0.00371911094910485
460	461	Fam129b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026796	ENSMUST00000150875|ENSMUST00000138781|ENSMUST00000125347|ENSMUST00000151607|ENSMUST00000154514|ENSMUST00000028135	NM_146119	NIBAN2		UP, ttest: 0.00399919007447506
461	462	Tnfsf11	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022015	ENSMUST00000022592	NM_011613	TNFSF11		UP, ttest: 0.00406899126592218
462	463	Ogfrl1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026158	ENSMUST00000186064|ENSMUST00000189537|ENSMUST00000188677|ENSMUST00000027343	NM_001379083|NM_001379082|NM_001081079	OGFRL1		UP, ttest: 0.004082492513643871
463	464	Mkx	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000061013	ENSMUST00000188926|ENSMUST00000176757|ENSMUST00000079788|ENSMUST00000176608	NM_177595	MKX		UP, ttest: 0.0042109837853707
464	465	Il1rap	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022514	ENSMUST00000174202|ENSMUST00000023156|ENSMUST00000174171|ENSMUST00000173136|ENSMUST00000166294|ENSMUST00000096129|ENSMUST00000174644	NM_001159317|NM_001159318|NM_008364|NM_134103	IL1RAP		UP, ttest: 0.004247444820270271
465	466	Lamc2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000026479	ENSMUST00000189005|ENSMUST00000185328|ENSMUST00000188831|ENSMUST00000027753|ENSMUST00000188206|ENSMUST00000185356	NM_008485	LAMC2		UP, ttest: 0.00433107025789392
466	467	Nde1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022678	ENSMUST00000149232|ENSMUST00000023359|ENSMUST00000133249|ENSMUST00000156041|ENSMUST00000117958|ENSMUST00000127801|ENSMUST00000132316|ENSMUST00000115795	NM_001285503|NM_001114085|NM_001285504|NM_023317	NDE1		UP, ttest: 0.00433498995525963
467	468	Gpr65	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021886	ENSMUST00000075072	NM_008152	GPR65		UP, ttest: 0.00448068915253002
468	469	Ym24d07	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000003526	ENSMUST00000139861|ENSMUST00000126087|ENSMUST00000232554|ENSMUST00000232384|ENSMUST00000132241|ENSMUST00000003620|ENSMUST00000123969|ENSMUST00000232502|ENSMUST00000141635|ENSMUST00000136776	NM_011172	PRODH		UP, ttest: 0.00456903078526361
469	470	Aldoc	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000017390	ENSMUST00000156039|ENSMUST00000102478|ENSMUST00000124090|ENSMUST00000128032|ENSMUST00000148689|ENSMUST00000017534	NM_009657|NM_001303423	ALDOC		UP, ttest: 0.00464296890499849
470	471	Cdc45l	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000000028	ENSMUST00000115585|ENSMUST00000000028|ENSMUST00000096990|ENSMUST00000231819	NM_001161623|NM_001358206|NM_009862	CDC45		UP, ttest: 0.0046637053603374
471	472	Dlg5	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021782	ENSMUST00000164638|ENSMUST00000042009|ENSMUST00000166007|ENSMUST00000167343|ENSMUST00000170112|ENSMUST00000169880|ENSMUST00000090398|ENSMUST00000073687	NM_027726|NM_001163513	DLG5		UP, ttest: 0.00478654749034993
472	473	Klf7	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000025959	ENSMUST00000055001|ENSMUST00000135075|ENSMUST00000114086	NM_033563	KLF7		UP, ttest: 0.004805842814018
473	474	Mbd1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024561	ENSMUST00000239157|ENSMUST00000097530|ENSMUST00000224047|ENSMUST00000224332|ENSMUST00000224907|ENSMUST00000224159|ENSMUST00000237568	NM_013594|NM_001402889|NM_001357422|NM_001357423|NM_001357421	MBD1		UP, ttest: 0.00483729227954242
474	475	Papss2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024899	ENSMUST00000236290|ENSMUST00000025833|ENSMUST00000235594	NM_001201470|NM_001360403|NM_011864	PAPSS2		UP, ttest: 0.00488348519655068
475	476	Mat2a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000053907	ENSMUST00000206368|ENSMUST00000205335|ENSMUST00000206692|ENSMUST00000206783|ENSMUST00000205823|ENSMUST00000206900|ENSMUST00000206904|ENSMUST00000206962|ENSMUST00000059472|ENSMUST00000205384	NM_001363799|NM_145569|NM_001363798	MAT2A		UP, ttest: 0.005085499948057351
476	477	Prr5	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000036106	ENSMUST00000065499|ENSMUST00000171460	NM_001346662|NM_146061	PRR5		UP, ttest: 0.005120594222808051
477	478	Spag5	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000002055	ENSMUST00000141026|ENSMUST00000045026|ENSMUST00000125477|ENSMUST00000149711|ENSMUST00000128359|ENSMUST00000146068|ENSMUST00000150016|ENSMUST00000133579	NM_017407	SPAG5		UP, ttest: 0.00512540675413645
478	479	Eef1d	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000055762	ENSMUST00000055220|ENSMUST00000137426|ENSMUST00000145764|ENSMUST00000141268|ENSMUST00000144614|ENSMUST00000123712|ENSMUST00000154584|ENSMUST00000109972|ENSMUST00000127550|ENSMUST00000141475|ENSMUST00000129800|ENSMUST00000023235|ENSMUST00000089681|ENSMUST00000109975|ENSMUST00000089680|ENSMUST00000151066|ENSMUST00000134222|ENSMUST00000116440	NM_023240|NM_001285432|NM_001285431|NM_001285429|NM_001285430|NM_029663|NM_001285434|NM_001285433	EEF1D		UP, ttest: 0.00530030669917838
479	480	Ms4a6b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024677	ENSMUST00000161283|ENSMUST00000163078|ENSMUST00000159587|ENSMUST00000025580|ENSMUST00000161157	NM_027209	MS4A6E		UP, ttest: 0.00555278687414048
480	481	Abcb1b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000028970	ENSMUST00000197961|ENSMUST00000196819|ENSMUST00000199955|ENSMUST00000196048|ENSMUST00000199994|ENSMUST00000009058|ENSMUST00000198650|ENSMUST00000199546|ENSMUST00000196580	NM_011075	ABCB1		UP, ttest: 0.00588072169486048
481	482	Angpt4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000027460	ENSMUST00000028955	NM_009641	ANGPT4		UP, ttest: 0.006242972604898871
482	483	Dync1li1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032435	ENSMUST00000047404|ENSMUST00000215345	NM_146229	DYNC1LI1		UP, ttest: 0.006245538734346061
483	484	A930023F05Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.00653503898053442
484	485	B3gnt9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000069920	ENSMUST00000161745|ENSMUST00000136822|ENSMUST00000093217	NM_178879|NM_001271915	B3GNT9		UP, ttest: 0.0066574163330794
485	486	Xdh	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000024066	ENSMUST00000233621|ENSMUST00000232957|ENSMUST00000232717|ENSMUST00000233433|ENSMUST00000232783|ENSMUST00000233449|ENSMUST00000024866|ENSMUST00000233807|ENSMUST00000232843|ENSMUST00000233946|ENSMUST00000233162|ENSMUST00000233392|ENSMUST00000233352|ENSMUST00000233570	NM_011723	XDH		UP, ttest: 0.00714831506163607
486	487	Depdc6	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022419	ENSMUST00000023056|ENSMUST00000096433|ENSMUST00000226687|ENSMUST00000100660	NM_145470|NM_001037937	DEPTOR		UP, ttest: 0.007335017104648881
487	488	Lifr	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000054263	ENSMUST00000227727|ENSMUST00000171588|ENSMUST00000228723|ENSMUST00000226471|ENSMUST00000164529|ENSMUST00000067190|ENSMUST00000226934|ENSMUST00000226826	NM_001358593|NM_013584|NM_001113386	LIFR		UP, ttest: 0.007661821403551721
488	489	Il11ra1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000073889	ENSMUST00000145445|ENSMUST00000152748|ENSMUST00000155538|ENSMUST00000142059|ENSMUST00000146608|ENSMUST00000098132|ENSMUST00000108041|ENSMUST00000108040|ENSMUST00000108042|ENSMUST00000140894	NM_001172054|NM_010549|NM_001163401	IL11RA		UP, ttest: 0.007684071398938221
489	490	Ppard	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000002250	ENSMUST00000142226|ENSMUST00000166744|ENSMUST00000002320|ENSMUST00000144200|ENSMUST00000233383|ENSMUST00000232879|ENSMUST00000169040|ENSMUST00000233761|ENSMUST00000123020	NM_011145	PPARD		UP, ttest: 0.007761427674146961
490	491	Omd	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000048368	ENSMUST00000221170|ENSMUST00000065494	NM_001360708|NM_012050	OMD		UP, ttest: 0.007884048976041181
491	492	Nde1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000022678	ENSMUST00000149232|ENSMUST00000023359|ENSMUST00000133249|ENSMUST00000156041|ENSMUST00000117958|ENSMUST00000127801|ENSMUST00000132316|ENSMUST00000115795	NM_001285503|NM_001114085|NM_001285504|NM_023317	NDE1		UP, ttest: 0.008005181135971321
492	493	Ccng1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000020326	ENSMUST00000020576|ENSMUST00000151359	NM_009831	CCNG1		UP, ttest: 0.008209011603881551
493	494	Irx2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000001504	ENSMUST00000169028|ENSMUST00000167067|ENSMUST00000163393|ENSMUST00000172353|ENSMUST00000074372	NM_010574	IRX2		UP, ttest: 0.00832226710289222
494	495	Klf4	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000003032	ENSMUST00000107619|ENSMUST00000132746|ENSMUST00000129250	NM_010637	KLF4		UP, ttest: 0.00865971268166028
495	496	Hspb8	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000041548	ENSMUST00000036991|ENSMUST00000133335	NM_030704	HSPB8		UP, ttest: 0.00868538220344764
496	497	Phca	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030760	ENSMUST00000206182|ENSMUST00000137899|ENSMUST00000120520|ENSMUST00000151258|ENSMUST00000033020	NM_025408|NM_001360616|NM_001360617|NM_001360615	ACER3		UP, ttest: 0.00937551324341428
497	498	Slc2a3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000003153	ENSMUST00000170724|ENSMUST00000171541|ENSMUST00000166135|ENSMUST00000168801|ENSMUST00000169979|ENSMUST00000165884|ENSMUST00000032476|ENSMUST00000168704	NM_001410377|NM_001410375|NM_011401			UP, ttest: 0.00965173108895612
498	499	Wwc2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031563	ENSMUST00000057561|ENSMUST00000212282	NM_133791	WWC2		UP, ttest: 0.009693598537348221
499	500	Ppapdc2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000040105	ENSMUST00000045674	NM_028922	PLPP6		UP, ttest: 0.00980738283905137
500	501	Usp2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000032010	ENSMUST00000114830|ENSMUST00000175816|ENSMUST00000034508|ENSMUST00000177422|ENSMUST00000176416|ENSMUST00000176022|ENSMUST00000065461|ENSMUST00000176671|ENSMUST00000177054	NM_016808|NM_198092|NM_001407818|NM_001407822|NM_001407820|NM_001407819|NM_001407821|NM_198091	USP2		UP, ttest: 0.0100085705258715
501	502	Furin	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030530	ENSMUST00000206352|ENSMUST00000153446|ENSMUST00000135306|ENSMUST00000147150|ENSMUST00000120753|ENSMUST00000107362|ENSMUST00000146771|ENSMUST00000122232	NM_011046|NM_001081454	FURIN		UP, ttest: 0.0100735647491052
502	503	LOC100047752	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.010377085343387
503	504	Adamts9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000030022	ENSMUST00000136751|ENSMUST00000203690|ENSMUST00000167391|ENSMUST00000125490|ENSMUST00000130314|ENSMUST00000113438	NM_175314	ADAMTS9		UP, ttest: 0.0104849094973533
504	505	Col4a1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031502	ENSMUST00000208095|ENSMUST00000033898|ENSMUST00000209735|ENSMUST00000209661|ENSMUST00000130488|ENSMUST00000208386|ENSMUST00000209000|ENSMUST00000209598	NM_009931	COL4A1		UP, ttest: 0.0112868629384997
505	506	Acot11	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000034853	ENSMUST00000065253|ENSMUST00000102762|ENSMUST00000148688|ENSMUST00000156567|ENSMUST00000140541|ENSMUST00000145061|ENSMUST00000144809	NM_001347159|NM_025590	ACOT11		UP, ttest: 0.0128080729120051
506	507	Hepacam	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000046240	ENSMUST00000051839|ENSMUST00000215951	NM_175189	HEPACAM		UP, ttest: 0.0129574200369923
507	508	Iqgap2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021676	ENSMUST00000238515|ENSMUST00000238263|ENSMUST00000068603|ENSMUST00000238261|ENSMUST00000238496|ENSMUST00000238404|ENSMUST00000238392|ENSMUST00000238783|ENSMUST00000238595	NM_027711	IQGAP2		UP, ttest: 0.0163282711661662
508	509	Ppp1r9b	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000038976	ENSMUST00000038696|ENSMUST00000107748|ENSMUST00000151771	NM_172261	PPP1R9B		UP, ttest: 0.016724962254521
509	510	LOC100048832	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.0171597129974682
510	511	LOC382003	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000074404	ENSMUST00000211230|ENSMUST00000136749				UP, ttest: 0.0183365305226032
511	512	Pla2g3	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000034579	ENSMUST00000151860|ENSMUST00000064265|ENSMUST00000044682	NM_172791	PLA2G3		UP, ttest: 0.0200520527233614
512	513	LOC666053	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.0200774779996165
513	514	Rasl11a	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000029641	ENSMUST00000198570|ENSMUST00000249135|ENSMUST00000031646	NM_026864	RASL11A		UP, ttest: 0.0207273182867879
514	515	8430403J19Rik	1_astrocytes_dex_up	michor-cells-dex						UP, ttest: 0.0210007968900345
515	516	Scrg1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000031610	ENSMUST00000034023	NM_009136	SCRG1		UP, ttest: 0.0210185858703224
516	517	Hs3st1	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000051022	ENSMUST00000152057|ENSMUST00000117944|ENSMUST00000053116|ENSMUST00000137142	NM_010474	HS3ST1		UP, ttest: 0.029107012569036
517	518	Mertk	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000014361	ENSMUST00000014505|ENSMUST00000140221	NM_008587	MERTK		UP, ttest: 0.0322349516778659
518	519	Cyp2j9	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000015224	ENSMUST00000055693|ENSMUST00000126509	NM_028979	CYP2J2		UP, ttest: 0.0510080073921456
519	520	Wbscr17	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000034040	ENSMUST00000160609|ENSMUST00000086023|ENSMUST00000161228|ENSMUST00000162966|ENSMUST00000160807	NM_145218	GALNT17		UP, ttest: 0.0810317806022306
520	521	Kcnn2	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000054477	ENSMUST00000183623|ENSMUST00000183897|ENSMUST00000183850|ENSMUST00000236405|ENSMUST00000066890|ENSMUST00000184101|ENSMUST00000169783|ENSMUST00000211323|ENSMUST00000235217|ENSMUST00000167895	NM_080465|NM_001312905	KCNN2		UP, ttest: 0.08943772790943401
521	522	4933413J09Rik	1_astrocytes_dex_up	michor-cells-dex	ENSMUSG00000021874	ENSMUST00000059648|ENSMUST00000160661|ENSMUST00000170881|ENSMUST00000159700|ENSMUST00000240935|ENSMUST00000022427|ENSMUST00000168234				UP, ttest: 0.0895441701245466
